id,subset,start_sec,end_sec,duration_sec,transcript_raw,source,audio_url
10305-192,train-ut,1156.620,1163.200,6.580,"""가시오름 강당장 집이 ㅅ-"" 이건 서이나 너이나 상",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-193,test-id,1165.930,1168.010,2.080,"""이어도 어라"" 경헤엉 또 놀레를 불러가느녜.",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-194,train-ut,1168.530,1171.250,2.720,,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-195,train-ut,1171.920,1176.800,4.880,,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-196,train-ut,1177.650,1180.790,3.140,,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-197,train-ut,1181.850,1184.540,2.690,"세콜방에 세글러서라 ""다섯콜도 세 맞-"" 이것도 # 듣기 좋지? 으으응",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-198,train-ut,1185.310,1189.330,4.020,"방에야 벌러지라 ㅎ.ㄴ착 시민 실만 헌다"", 요 방에야 ㅎ.ㄴ착 시민 질만 헌다",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-199,train-ut,1189.840,1198.540,8.700,,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-200,train-ut,1199.640,1205.790,6.150,,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-201,train-ut,1208.540,1213.330,4.790,또 ㄱ.레 ㄱ.는 ㄱ- ㅅ- ㅅ- 소리두 또 또 트느녜. 겐디 이 방에- 그,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-202,train-ut,1214.510,1217.680,3.170,무시거? 방에- 방엣놀레. 방에노래는야,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-203,train-ut,1218.590,1224.630,6.040,ㄱ.싸 불른 방에노래영 ㅎ.ㄴ 5분전에 불른 그 방에노래영 ㅎ.꼼 ㄸ.ㄴ난거 닮는디?,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-204,train-ut,1225.140,1228.410,3.270,"ㄸ.ㄴ나주게 다, 제목이게. 게난 경헌디 이거는",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-205,train-ut,1229.040,1239.040,10.000,이제 정- 야꾸 ㅎ.단 찰찰찰찰 아년 이말 ㄱ.ㄹ국 저 말 ㄱ.ㄹ아부난 나가 근심 이주. 으음 으음 그것이 딱딱 떼져불지 아녀냐? 경허민,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-206,train-ut,1239.850,1242.370,2.520,근심이- 근심이렌 허민야,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-207,train-ut,1244.290,1248.090,3.800,어 아멩헤도 경허난이 나 ㄱ.는 야,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-208,train-ut,1248.740,1251.030,2.290,데로 해보라. 요거 ㅎ.ㄴ 것만,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-209,train-ut,1251.560,1262.010,10.450,"ㅎ.ㄴ번 이젠 느가 ㅈ.ㄱ아그넹에 저디 나오는 냥 ㅈ.ㄱ앙 요걸 답변 헤엉 말이 되거들랑 계속 #ㅎ.ㄹ레선 허고 , 나 거 잘못 ㄱ.ㄹ암샤?",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-210,train-ut,1262.130,1265.880,3.750,경허민 경허민야 경허민 그 가장 초담에,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-211,train-ut,1267.890,1272.490,4.600,"그 이어- ""이어사"" 그 벳노레, ""이어싸"" 벳노레. 경허믄 그거라도 인제 시작헤그넹에,",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-212,test-id,1273.490,1276.420,2.930,인젠 예 삼춘이 나신디,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-213,train-ut,1278.470,1282.040,3.570,"불러주멍, 나가 인제 이지 이디서",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-214,train-ut,1282.980,1285.530,2.550,이디서 적어가네 썽 나가 그걸 외우민 그 다음에,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-215,train-ut,1286.140,1290.200,4.060,ㄱ.찌 불를 수 잇인 거 아니꽈? 응 원래 ㄱ.치 불러사,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-216,train-ut,1290.810,1300.930,10.120,"하는거 아니꽈? 그 이어사 선소리 해주고 후렴도 해주고 뭐, 아이 그건 사람이 사람이 둘만 잇이민 게난 짝맞은 사람 둘은 잇이민, 응 나가",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-217,train-ut,1300.930,1303.140,2.210,나가 선소리 불르민 드꽝에선 어야뒤야,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-218,train-ut,1304.550,1309.780,5.230,"거여 자꾸 연달아 게난, 으응 제 사람이 없으니까 인젠 혼자 부르젱 허믄",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-219,train-ut,1310.290,1313.190,2.900,이제 그거를 이제 데처 데처 불러 가느-,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-220,train-ut,1315.150,1320.210,5.060,"그걸 여 이디 여디, 그것도 그건디 ㄱ.레 ㄱ.는 소린",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-221,train-ut,1322.380,1325.410,3.030,,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-222,train-ut,1326.610,1329.880,3.270,,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-223,train-ut,1331.060,1335.110,4.050,게민 그것이 또 #선달아 가는 거 잇고. 마당짌소린,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-224,train-ut,1338.580,1340.980,2.400,,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-225,train-ut,1343.350,1347.360,4.010,,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-226,train-ut,1348.140,1352.310,4.170,,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-227,train-ut,1352.900,1357.710,4.810,두꽝 사름이 잇이민 나가 이제 그 노랠 처처처처 연달아,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-228,train-ut,1358.510,1365.410,6.900,"두꽝 사름이 엇이민 그걸 이제 다 불러 나냥으루, ㅁ.ㅈ글- 이제 선소리를 #시접 ㅁ.ㅈ구저 허믄, 으응 그게 이제",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-229,train-ut,1365.990,1369.550,3.560,"이젠 늙어불구 헤부난에 그것이 찰찰찰 안나오거든, 으응 경허민",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-230,test-id,1370.080,1380.430,10.350,"게난 선후두착이 되어가는 거라. 게난 그 사람덜은 또 이걸 헹 가민, 그거 선후두착인가 무시건가 잘 하끼리 헨 안헤줘 느가 헹가믄. 게난 이 아무리 기냥",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-231,train-ut,1381.430,1384.990,3.560,한 글이 아니라부난. 경허난 경 ㅎ.ㄹ- 경 허게 되민,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-232,train-ut,1385.720,1388.400,2.680,경 아녕 이거 영 영 말이 안되곡,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-233,test-id,1389.550,1394.190,4.640,허자 말잘 필요가 엇는 거라 나 허는 말을. 게난,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-234,train-ut,1395.810,1401.780,5.970,"요것이 ㅎ.ㄴ ㄱ.ㄱ지라두 느네 귀에 쓸만 허곡, 너가 어디 강 ""아 요 말은"", 이거",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-235,train-ut,1402.340,1404.680,2.340,ㅎ.ㄴ어이 ㅎ.ㄴ 거라두 이거 조근 거 아녀.,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-236,train-ut,1405.470,1407.760,2.290,거 답변허젱 허민이. 으으음 ㅈ.근거 아니난,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-237,train-ut,1408.400,1412.370,3.970,그거를 이제 아 요정도민 이 삼춘 ㄱ.ㄷ는 말이 맞아졋구나,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-238,train-ut,1413.380,1420.360,6.980,"강연허는 사람두 맞으민 손ㅅ바닥 치국 안 맞으민, 속솜헤엉 ""에이 저건 뭣허레 저런 거 헴시"" 영허- 영헌 일랑 바-",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-239,train-ut,1420.960,1425.810,4.850,"말라 헴ㅅ주 나 허는 말은. 게난 요것만이라두 헤엉 ㅎ.ㄴ번 헤어봥,",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-240,train-ut,1427.510,1430.200,2.690,그게 좋을 거 달므으우다. 경허네이 나가 틀립냐?,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-241,train-ut,1430.780,1435.340,4.560,응 이 영 무데뿌루 막 막 뭐 이거여 저거여 헷다그넹에 이젠 느두 그디 강,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-242,train-ut,1435.920,1438.470,2.550,저만썩 헌 거 헨 오란 무시거 헴ㅅ저 헤엉 으음,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-243,train-ut,1440.330,1443.310,2.980,"되어. 게난 경허민 그 노레두야,",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-244,train-ut,1444.050,1447.850,3.800,"ㅎ.나썩 베와 가멍, 경헤사 되주, ㅈ.ㄱ아가멍 ㅎ.는 게, 응",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-245,train-ut,1448.870,1453.800,4.930,"이거 ㅎ.는 거엔 그냥 ㄱ.싸는 연십이라이, 우리가 ㅎ.ㄹ 때에 ㅎ.는 연십. 으응",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-246,train-ut,1454.310,1463.780,9.470,게난 이걸 그런 작가허는 사름ㄱ.치 ㅊ.근 ㅊ.근을 못하거든이. 으응 이제 나가 이제 팔십넷이난 이런거 허게 된 나이가 게난 느가,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-247,train-ut,1465.650,1468.290,2.640,이제 이런 이 정도로두 못헌다헤엉,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-248,train-ut,1468.860,1471.220,2.360,어디 저 촌더렌 가민 헌다.,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-249,train-ut,1472.270,1474.860,2.590,"저 시흥리 근방 아니 저 거시기,",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-250,train-ut,1475.920,1485.980,10.060,"산간도로에 그 문화 거시기들 허는덴 가민 허난, 헤두이, 이 정도로 그 그걸 ㄲ.ㅂㄲ.ㅂ이 알 사람은 멧 게 엇어. 으응 응",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-251,train-ut,1487.130,1493.030,5.900,"""삼각산이 #식어럭 발라 #늦어 가는 #몸을광 #산디"" 이제 그것도 들녘이 가민 밧디 일허멍 허는",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-252,train-ut,1494.260,1499.420,5.160,"""#늦이 #가는 #모물광산디 #선제비여 #내ㄷ.ㄹ암서라"" 그것도 다 다 있는 거 게난,",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-253,train-ut,1500.150,1506.890,6.740,"좋게 너무 그냥 많이 헷다근에 이젠 그걸 것두 안되국 저것두 안되지 말곡, ㄱ.싸 헌",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-254,train-ut,1507.780,1515.940,8.160,"딱 헤어놓앙 ㅎ.ㄴ번 나오는 냥 #ㅈ.ㄱ아 지나 그걸 느가 외왕 헐 떼믄, 그거 그 노렌 그거여 그거여",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-255,train-ut,1516.650,1520.450,3.800,#ㅎ.ㄴ뻭 인젠 헤불라게. 그게 낫일 거 닮으우다 나 나 의견이 좋지 아녜냐?,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-256,train-ut,1521.010,1524.050,3.040,메이- ㅁ.ㄹ 잊- ㅁ.ㄹ발이구 쉐발이구 헤놧당,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-257,train-ut,1524.840,1528.710,3.870,"아이되국 저것두 안될거 허주만은,",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-258,train-ut,1538.020,1541.480,3.460,머녀 배우민 어떵허카마씀? 아 그 저 뱃노래?,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-259,test-id,1545.890,1564.100,18.210,어 뱃노래민 으응 게난 경허민야 벳노레두야 이 ㅎ.나썩 ㅎ.나썩 나신디 배워줄 수도 잇-,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10305-260,train-ut,1564.130,1575.560,11.430,그렇지 게난 이걸루 헛된 거시길 말아야 되주. 게난 벳노레두 그자 경ㅎ.게 되민 이어싸 하는 걸루 시작헤엉이 그냥 간단 간단. 응 너미 장어렝이 헤두 듣기가 싫으거든. 아이 나는 그게 좋은디 좋아? 게난,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-000,train-ut,6.810,11.340,4.530,경허민야 삼춘신디 ㅎ.꼼 그 이어싸벳노레를 베워보젱마씀.,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-001,train-ut,12.190,16.730,4.540,저어 이어싸 귿- 그 노래 시작되는게 어떵 시작되는거꽈?,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-002,test-id,18.090,24.300,6.210,"시작은 우리가 이제 그 농부 애비가 허는 일이난이 농부가 하는 일이라 것두이, 응. 음.",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-003,train-ut,25.030,28.800,3.770,"남자가 배에 배 하나에 남자가 둘 사거든 둘 타믄은, 아하...",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-004,train-ut,29.530,37.290,7.760,"이런 또 작업헐 사람은 열두 되국 ㅇ..ㄷ.ㅂ두 되국 잘허는 사람은 나두 우리의 집에 아방이 뱃놈이니까,",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-005,train-ut,37.920,42.610,4.690,"배에 사람두 많이 헨 나두 헤난 사람이구 허난, 그거는 머",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-006,train-ut,43.990,54.310,10.320,"#가등이 없어. 사람이 잘허는 사람만 ㅃ.ㅂ앙 난 이 동네에서두 젤 왕으로만 열 일곱사름씩 내가 ㅃ.ㅂ앙이, 물질 들이치민 막, 그거",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-007,train-ut,54.310,56.880,2.570,그거 이건 물질에 대해는 것만. 으응 물에 허멍,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-008,train-ut,57.600,67.860,10.260,"물질 헤엉 바당에서 나왕 호이 호이 허곡, 이젠 막 메- 메역 ㅎ.-, ㅎ.ㄴ망서리썩 허민 그거 탁 탁 탁 허멍 다 바당더레 티왓당 또 올 떼민 끗엉",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-009,train-ut,67.860,74.740,6.880,"끗엉 오곡 허는, 우리 베만니 베가 멧 척헤두 우리 베더레만 ㄷ.ㄹ른다 사름덜이. ㄷ.ㄹ뢍 막",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-010,train-ut,76.510,86.540,10.030,"배 000네 ㄴ.- 첨 날쳐낫저, 나도. 겐디 병으루 서른일굽에 설러부난, 으응 겡헨 살- 이제 아방두 죽어불구 헤부난 영 동녕바치질 헴셰만",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-011,train-ut,86.540,92.970,6.430,"헴셰만 헤도, 이거는 머 그것에 데형 이름을 지우나 무시거니 헐 수가 없어 뱃노레다 허는 거 뿐.",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-012,train-ut,93.600,98.760,5.160,"거 이제 작업허면서 뱃노레허멍, 그 배는 왜 그런 놀렐 불렁 가느냐믄,",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-013,train-ut,99.410,104.290,4.880,"바당에 띠와노니까 바당 버처가지구 놀렐, 이제 우리가 일하당 보민,",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-014,train-ut,104.800,107.310,2.510,아이코 허는 식으로 이젠,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-015,train-ut,107.830,118.440,10.610,"이거 소리 아녜민 그 배가 물 웃트레 올라가질 안헤. 으음. 이거 이것이 우리 배 탄거라이, 현재이. 으음. 이어사나 어 막, 이 이디 이 뱃파락에 타곡",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-016,train-ut,118.440,121.810,3.370,"타곡 이 이디서 하민 이, 서루 둘이가",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-017,train-ut,122.560,130.050,7.490,"두꽝을 마주쳐. 이 사람 ㅎ.ㄴ번 탁 이어싸 허민 이 사름두 ㄱ.찌허민 등 맞앙 안되거든, 이어싸하믄 저 사람두 이어싸ㄷ.ㅇ기국",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-018,train-ut,130.590,137.040,6.450,"허멍, 그 대천 바당을 다 강 우리가 물질허멍 헤낫주 게난, 그거주 뮈신 이름을 머 ㅌ.루 머",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-019,train-ut,137.680,145.220,7.540,"이거 이름 불르렌 헌것두 아니구 이건 벳노레다 하는 것 뿐. 으음. 벳노레, 이 무가시 엣날 이런",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-020,train-ut,146.360,149.600,3.240,"시절에 불러난 벳노레다 허는 거 뿐이고,",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-021,train-ut,150.160,156.340,6.180,"이 우리 허는 거는이, 다 그자 밧디서 밧디, 농사 지엉 이제 검질 메는 소리,",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-022,train-ut,156.960,160.030,3.070,"ㄱ.싼 이제 또 허는 건 이제 그 또,",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-023,train-ut,160.610,163.160,2.550,"자기가 이제 그 물질 가면서, 으응,",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-024,train-ut,163.680,166.130,2.450,술 먹는 남편 자식덜 노아두구 음.,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-025,train-ut,167.100,172.790,5.690,"이제 자기 ㅎ.룰조물앙 물질 헹왕 보민, 그 남편들이 집이서 술만 먹으민",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-026,train-ut,173.430,175.990,2.560,"그 잣타령이라. 으응. 내가 막,",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-027,train-ut,176.660,179.960,3.300,이런 세상을 #살아졈수궨 이제 사름들 거뜨민 안살아. 으음.,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-028,train-ut,180.530,188.730,8.200,"게민 그 ㅎ.ㄴ푼 두푼 모이엉 그- 금전 정든님, 남편 술깝에 다 들어갓젠 허민 정든님 술깝에 다 들어가불고, 으음. 젠",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-029,train-ut,189.790,194.680,4.890,"벵벵 돌아진 섬에 삼시 굶엉 물질 헤어, ㅎ.ㄴ푼 두푼 모둔 금전,",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-030,train-ut,195.760,200.260,4.500,"정든님 그것이 그거, 그거 목적, 하나 뿐이어게 그걸, 그 목적이 그거곡,",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-031,train-ut,200.790,203.670,2.880,"이제 그 ㄱ.레 ㄱ.는것두,",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-032,test-id,205.540,208.740,3.200,,elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-033,train-ut,212.130,222.360,10.230,"중간 테레비에 나온다, 여섯시 내고향에두. 거 영, 이제 영영 들이치멍 둘이가 앚앙 그거, 그런 거 그거 허곡, 방엔 또 요만히 동골랑헌 방에 #방엣디 요런거",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-034,train-ut,222.360,228.800,6.440,"요런거 헤엉 토깍 토깍 영 잇이주 헌 번 지어나민 세사름이 진다. 으음. 게난 왜냐허믄,",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-035,train-ut,230.240,240.490,10.250,"제, 가시오름 강당장 칩이 세꼴방에 새글러서렌, 그 가시오름 강당장 칩이엔 헌 집이가 부잣칩이라. 으음. 부자칩인디, 방애로만 지멍",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-036,train-ut,240.490,250.790,10.300,"지멍 엣날은 이런 기계가 없었어. 으음. 보리두 방에에서 지국 나룩두 방에에서 지멍 밥을 헨 먹었거든, 우리 대한민국 사람. 밥을 헹 먹는디 그 이제 서이가 상",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
10306-037,train-ut,250.790,260.920,10.130,"상 영 영 지어가민 ㄸ.ㄱ 저- 이거 세운거 닮나. 두깍 두깍 맞지 못하난 ""가시오름 강당장집이 세꼴방에 세글러서라"", 내가 ""팔저 궂인 내가 들어가민",elar_doreco,https://www.elararchive.org/uncategorized/SO_9ef8fb16-c472-4faa-bb7d-5e38fc7e01e3/
